ix,iy,x_m,y_m,depth_m,seabed_z_m
61,12,-273.0371354759799,-706.9615997847048,9.60980716461675,-9.60980716461675
62,12,-263.7637988752315,-706.9615997847048,9.512294494608717,-9.512294494608717
63,12,-254.49046227448298,-706.9615997847048,9.414724832738973,-9.414724832738973
64,12,-245.21712567373459,-706.9615997847048,9.31715517086923,-9.31715517086923
65,12,-235.9437890729862,-706.9615997847048,9.217239778355708,-9.217239778355708
66,12,-226.6704524722378,-706.9615997847048,9.117153787249915,-9.117153787249915
67,12,-217.3971158714894,-706.9615997847048,9.01706779614412,-9.01706779614412
68,12,-208.123779270741,-706.9615997847048,8.914686630346843,-8.914686630346843
69,12,-198.8504426699925,-706.9615997847048,8.811996498725714,-8.811996498725714
70,12,-189.5771060692441,-706.9615997847048,8.709306367104586,-8.709306367104586
71,12,-180.30376946849572,-706.9615997847048,8.603707718552064,-8.603707718552064
72,12,-171.03043286774732,-706.9615997847048,8.49751549511559,-8.49751549511559
73,12,-161.75709626699881,-706.9615997847048,8.39132327167911,-8.39132327167911
74,12,-152.48375966625042,-706.9615997847048,8.281117400337022,-8.281117400337022
75,12,-143.21042306550203,-706.9615997847048,8.169777237195529,-8.169777237195529
76,12,-133.93708646475363,-706.9615997847048,8.05843707405403,-8.05843707405403
77,12,-124.66374986400513,-706.9615997847048,7.941555807353515,-7.941555807353515
78,12,-115.39041326325673,-706.9615997847048,7.822612734677556,-7.822612734677556
79,12,-106.11707666250834,-706.9615997847048,7.7036696620015945,-7.7036696620015945
80,12,-96.84374006176006,-706.9615997847048,7.577428162430986,-7.577428162430986
81,12,-87.57040346101155,-706.9615997847048,7.447719910085417,-7.447719910085417
82,12,-78.29706686026304,-706.9615997847048,7.318011657739848,-7.318011657739848
83,12,-69.02373025951476,-706.9615997847048,7.179814899741014,-7.179814899741014
84,12,-59.75039365876626,-706.9615997847048,7.03657092216456,-7.03657092216456
85,12,-50.47705705801786,-706.9615997847048,6.8933269445881065,-6.8933269445881065
86,12,-41.203720457269355,-706.9615997847048,6.742627177119168,-6.742627177119168
87,12,-31.930383856521075,-706.9615997847048,6.5864452111998775,-6.5864452111998775
88,12,-22.657047255772568,-706.9615997847048,6.430263245280583,-6.430263245280583
89,12,-13.383710655024288,-706.9615997847048,6.271513014910989,-6.271513014910989
90,12,-4.1103740542757805,-706.9615997847048,6.110443061812082,-6.110443061812082
91,12,5.162962546472613,-706.9615997847048,5.949373108713178,-5.949373108713178
92,12,14.43629914722112,-706.9615997847048,5.793900265399729,-5.793900265399729
93,12,23.7096357479694,-706.9615997847048,5.644624222205893,-5.644624222205893
94,12,32.98297234871791,-706.9615997847048,5.495348179012054,-5.495348179012054
95,12,42.25630894946619,-706.9615997847048,5.359033997948145,-5.359033997948145
96,12,51.529645550214696,-706.9615997847048,5.240347949380934,-5.240347949380934
97,12,60.8029821509632,-706.9615997847048,5.121661900813723,-5.121661900813723
98,12,70.0763187517116,-706.9615997847048,5.017541900822974,-5.017541900822974
99,12,79.34965535245999,-706.9615997847048,4.937919346165364,-4.937919346165364
100,12,88.62299195320838,-706.9615997847048,4.858296791507753,-4.858296791507753
101,12,97.89632855395689,-706.9615997847048,4.788343817564305,-4.788343817564305
102,12,107.16966515470517,-706.9615997847048,4.738747855650682,-4.738747855650682
103,12,116.44300175545368,-706.9615997847048,4.689151893737055,-4.689151893737055
104,12,125.71633835620196,-706.9615997847048,4.642573020972182,-4.642573020972182
105,12,134.98967495695047,-706.9615997847048,4.604102575294582,-4.604102575294582
106,12,144.26301155769886,-706.9615997847048,4.565632129616982,-4.565632129616982
107,12,153.53634815844737,-706.9615997847048,4.526947948575404,-4.526947948575404
108,12,162.80968475919565,-706.9615997847048,4.487507473168981,-4.487507473168981
109,12,172.08302135994415,-706.9615997847048,4.448066997762559,-4.448066997762559
110,12,181.35635796069243,-706.9615997847048,4.409024469085245,-4.409024469085245
111,12,190.62969456144106,-706.9615997847048,4.371931879380558,-4.371931879380558
112,12,199.90303116218956,-706.9615997847048,4.334839289675872,-4.334839289675872
113,12,209.17636776293784,-706.9615997847048,4.299281854353571,-4.299281854353571
114,12,218.44970436368635,-706.9615997847048,4.275128423014694,-4.275128423014694
115,12,227.72304096443463,-706.9615997847048,4.250974991675816,-4.250974991675816
116,12,236.99637756518314,-706.9615997847048,4.22790604120633,-4.22790604120633
117,12,246.26971416593142,-706.9615997847048,4.219748702690976,-4.219748702690976
118,12,255.54305076667993,-706.9615997847048,4.211591364175621,-4.211591364175621
119,12,264.8163873674282,-706.9615997847048,4.20354963922784,-4.20354963922784
120,12,274.0897239681767,-706.9615997847048,4.20221350119929,-4.20221350119929
121,12,283.363060568925,-706.9615997847048,4.20087736317074,-4.20087736317074
122,12,292.6363971696735,-706.9615997847048,4.199541225142188,-4.199541225142188
123,12,301.909733770422,-706.9615997847048,4.193098122893693,-4.193098122893693
124,12,311.1830703711703,-706.9615997847048,4.186475828918183,-4.186475828918183
125,12,320.4564069719188,-706.9615997847048,4.179853534942671,-4.179853534942671
126,12,329.7297435726673,-706.9615997847048,4.164611114911018,-4.164611114911018
127,12,339.0030801734156,-706.9615997847048,4.148570535059353,-4.148570535059353
128,12,348.2764167741641,-706.9615997847048,4.132529955207685,-4.132529955207685
129,12,357.5497533749126,-706.9615997847048,4.111591646254277,-4.111591646254277
130,12,366.8230899756609,-706.9615997847048,4.0898850660692245,-4.0898850660692245
131,12,376.0964265764094,-706.9615997847048,4.068178485884172,-4.068178485884172
132,12,385.36976317715767,-706.9615997847048,4.0439992492670385,-4.0439992492670385
133,12,394.6430997779062,-706.9615997847048,4.019253362217555,-4.019253362217555
134,12,403.91643637865445,-706.9615997847048,3.9945074751680707,-3.9945074751680707
135,12,413.18977297940296,-706.9615997847048,3.964753234039382,-3.964753234039382
136,12,422.46310958015124,-706.9615997847048,3.9334408383082757,-3.9334408383082757
137,12,431.73644618089975,-706.9615997847048,3.9021284425771685,-3.9021284425771685
138,12,441.00978278164825,-706.9615997847048,3.8635379990582557,-3.8635379990582557
139,12,450.28311938239676,-706.9615997847048,3.822001679053802,-3.822001679053802
140,12,459.55645598314504,-706.9615997847048,3.7804653590493493,-3.7804653590493493
141,12,468.82979258389355,-706.9615997847048,3.735904738369907,-3.735904738369907
142,12,478.10312918464183,-706.9615997847048,3.6897931942673954,-3.6897931942673954
143,12,487.37646578539034,-706.9615997847048,3.643681650164882,-3.643681650164882
144,12,496.6498023861386,-706.9615997847048,3.6038444638456975,-3.6038444638456975
145,12,505.9231389868871,-706.9615997847048,3.568015894999195,-3.568015894999195
146,12,515.1964755876356,-706.9615997847048,3.532187326152692,-3.532187326152692
147,12,524.4698121883839,-706.9615997847048,3.5090389099549646,-3.5090389099549646
148,12,533.7431487891324,-706.9615997847048,3.495880917056272,-3.495880917056272
149,12,543.0164853898807,-706.9615997847048,3.482722924157579,-3.482722924157579
150,12,552.2898219906292,-706.9615997847048,3.4804666627088663,-3.4804666627088663
151,12,561.5631585913775,-706.9615997847048,3.4887487416618024,-3.4887487416618024
152,12,570.836495192126,-706.9615997847048,3.4970308206147376,-3.4970308206147376
153,12,580.1098317928745,-706.9615997847048,3.508988587892494,-3.508988587892494
154,12,589.383168393623,-706.9615997847048,3.5253027265181838,-3.5253027265181838
155,12,598.6565049943713,-706.9615997847048,3.541616865143874,-3.541616865143874
156,12,607.9298415951198,-706.9615997847048,3.555515768596466,-3.555515768596466
157,12,617.2031781958681,-706.9615997847048,3.5658924540882873,-3.5658924540882873
158,12,626.4765147966166,-706.9615997847048,3.576269139580108,-3.576269139580108
159,12,635.7498513973649,-706.9615997847048,3.582414672370813,-3.582414672370813
160,12,645.0231879981131,-706.9615997847048,3.580903833607117,-3.580903833607117
161,12,654.2965245988619,-706.9615997847048,3.579392994843421,-3.579392994843421
162,12,663.5698611996102,-706.9615997847048,3.574257749301327,-3.574257749301327
163,12,672.8431978003584,-706.9615997847048,3.5608669105417694,-3.5608669105417694
164,12,682.1165344011072,-706.9615997847048,3.5474760717822114,-3.5474760717822114
165,12,691.3898710018555,-706.9615997847048,3.530860698669411,-3.530860698669411
166,12,700.6632076026037,-706.9615997847048,3.5047866914537646,-3.5047866914537646
167,12,709.9365442033522,-706.9615997847048,3.478712684238118,-3.478712684238118
168,12,719.2098808041007,-706.9615997847048,3.449509678600076,-3.449509678600076
169,12,728.4832174048493,-706.9615997847048,3.4080514291409862,-3.4080514291409862
170,12,737.7565540055975,-706.9615997847048,3.366593179681898,-3.366593179681898
171,12,747.0298906063458,-706.9615997847048,3.323039221962076,-3.323039221962076
172,12,756.3032272070946,-706.9615997847048,3.2678424405715036,-3.2678424405715036
173,12,765.5765638078428,-706.9615997847048,3.2126456591809327,-3.2126456591809327
174,12,774.8499004085911,-706.9615997847048,3.157176051323951,-3.157176051323951
175,12,784.1232370093394,-706.9615997847048,3.0992964763470017,-3.0992964763470017
176,12,793.3965736100881,-706.9615997847048,3.0414169013700496,-3.0414169013700496
177,12,802.6699102108364,-706.9615997847048,2.9841942753940214,-2.9841942753940214
178,12,811.9432468115847,-706.9615997847048,2.9392346974351904,-2.9392346974351904
179,12,821.2165834123334,-706.9615997847048,2.8942751194763563,-2.8942751194763563
180,12,830.4899200130817,-706.9615997847048,2.849315541517525,-2.849315541517525
0,13,-838.7106681216333,-698.4703575624811,17.741044653987007,-17.741044653987007
1,13,-829.4373315208849,-698.4703575624811,17.652647090236854,-17.652647090236854
2,13,-820.1639949201365,-698.4703575624811,17.5642495264867,-17.5642495264867
3,13,-810.890658319388,-698.4703575624811,17.47585196273655,-17.47585196273655
4,13,-801.6173217186396,-698.4703575624811,17.347483231438986,-17.347483231438986
5,13,-792.3439851178912,-698.4703575624811,17.216973187594235,-17.216973187594235
6,13,-783.0706485171428,-698.4703575624811,17.086463143749484,-17.086463143749484
7,13,-773.7973119163944,-698.4703575624811,16.940743826017954,-16.940743826017954
8,13,-764.5239753156459,-698.4703575624811,16.793302703695467,-16.793302703695467
9,13,-755.2506387148975,-698.4703575624811,16.645861581372973,-16.645861581372973
10,13,-745.9773021141491,-698.4703575624811,16.504593911951826,-16.504593911951826
11,13,-736.7039655134007,-698.4703575624811,16.364437464052916,-16.364437464052916
12,13,-727.4306289126523,-698.4703575624811,16.224281016154006,-16.224281016154006
13,13,-718.1572923119038,-698.4703575624811,16.088300141125128,-16.088300141125128
14,13,-708.8839557111554,-698.4703575624811,15.953385369807744,-15.953385369807744
15,13,-699.610619110407,-698.4703575624811,15.818470598490364,-15.818470598490364
16,13,-690.3372825096586,-698.4703575624811,15.666148211143383,-15.666148211143383
17,13,-681.0639459089102,-698.4703575624811,15.507891409240852,-15.507891409240852
18,13,-671.7906093081617,-698.4703575624811,15.349634607338322,-15.349634607338322
19,13,-662.5172727074133,-698.4703575624811,15.155761081514488,-15.155761081514488
20,13,-653.2439361066649,-698.4703575624811,14.946250945188625,-14.946250945188625
21,13,-643.9705995059165,-698.4703575624811,14.73674080886276,-14.73674080886276
22,13,-634.6972629051681,-698.4703575624811,14.49480458343438,-14.49480458343438
23,13,-625.4239263044196,-698.4703575624811,14.234948677186193,-14.234948677186193
24,13,-616.1505897036712,-698.4703575624811,13.975092770938007,-13.975092770938007
25,13,-606.8772531029229,-698.4703575624811,13.705075996160208,-13.705075996160208
26,13,-597.6039165021745,-698.4703575624811,13.428091768676392,-13.428091768676392
27,13,-588.3305799014261,-698.4703575624811,13.151107541192573,-13.151107541192573
28,13,-579.0572433006776,-698.4703575624811,12.889439891597261,-12.889439891597261
29,13,-569.7839066999292,-698.4703575624811,12.640695604595386,-12.640695604595386
30,13,-560.5105700991808,-698.4703575624811,12.39195131759351,-12.39195131759351
31,13,-551.2372334984324,-698.4703575624811,12.173200583440472,-12.173200583440472
32,13,-541.963896897684,-698.4703575624811,11.985477662579338,-11.985477662579338
33,13,-532.6905602969355,-698.4703575624811,11.797754741718204,-11.797754741718204
34,13,-523.4172236961872,-698.4703575624811,11.63983793209642,-11.63983793209642
35,13,-514.1438870954387,-698.4703575624811,11.519751955970731,-11.519751955970731
36,13,-504.8705504946903,-698.4703575624811,11.399665979845045,-11.399665979845045
37,13,-495.59721389394184,-698.4703575624811,11.299229114550108,-11.299229114550108
38,13,-486.32387729319345,-698.4703575624811,11.229547379251136,-11.229547379251136
39,13,-477.050540692445,-698.4703575624811,11.159865643952164,-11.159865643952164
40,13,-467.77720409169666,-698.4703575624811,11.097987975712057,-11.097987975712057
41,13,-458.50386749094815,-698.4703575624811,11.051328238236739,-11.051328238236739
42,13,-449.23053089019976,-698.4703575624811,11.004668500761417,-11.004668500761417
43,13,-439.9571942894513,-698.4703575624811,10.95804695448648,-10.95804695448648
44,13,-430.6838576887029,-698.4703575624811,10.911519762941898,-10.911519762941898
45,13,-421.4105210879545,-698.4703575624811,10.864992571397314,-10.864992571397314
46,13,-412.13718448720607,-698.4703575624811,10.815732081401357,-10.815732081401357
47,13,-402.8638478864577,-698.4703575624811,10.757685989240272,-10.757685989240272
48,13,-393.5905112857093,-698.4703575624811,10.699639897079184,-10.699639897079184
49,13,-384.31717468496083,-698.4703575624811,10.639044313030515,-10.639044313030515
50,13,-375.04383808421244,-698.4703575624811,10.567323673472401,-10.567323673472401
51,13,-365.77050148346405,-698.4703575624811,10.495603033914286,-10.495603033914286
52,13,-356.49716488271565,-698.4703575624811,10.422359250679726,-10.422359250679726
53,13,-347.2238282819672,-698.4703575624811,10.339405426507842,-10.339405426507842
54,13,-337.9504916812188,-698.4703575624811,10.256451602335954,-10.256451602335954
55,13,-328.6771550804704,-698.4703575624811,10.172834523324402,-10.172834523324402
56,13,-319.40381847972185,-698.4703575624811,10.082054292044456,-10.082054292044456
57,13,-310.13048187897346,-698.4703575624811,9.99127406076451,-9.99127406076451
58,13,-300.85714527822506,-698.4703575624811,9.900324913515934,-9.900324913515934
59,13,-291.58380867747667,-698.4703575624811,9.80456166116139,-9.80456166116139
60,13,-282.3104720767283,-698.4703575624811,9.708798408806844,-9.708798408806844
61,13,-273.0371354759799,-698.4703575624811,9.6130351564523,-9.6130351564523
62,13,-263.7637988752315,-698.4703575624811,9.514218812728824,-9.514218812728824
63,13,-254.49046227448298,-698.4703575624811,9.41534982949899,-9.41534982949899
64,13,-245.21712567373459,-698.4703575624811,9.316480846269156,-9.316480846269156
65,13,-235.9437890729862,-698.4703575624811,9.215494849754979,-9.215494849754979
66,13,-226.6704524722378,-698.4703575624811,9.114354888638305,-9.114354888638305
67,13,-217.3971158714894,-698.4703575624811,9.013214927521629,-9.013214927521629
68,13,-208.123779270741,-698.4703575624811,8.90992929041664,-8.90992929041664
69,13,-198.8504426699925,-698.4703575624811,8.806354812313222,-8.806354812313222
70,13,-189.5771060692441,-698.4703575624811,8.702780334209805,-8.702780334209805
71,13,-180.30376946849572,-698.4703575624811,8.596336936128143,-8.596336936128143
72,13,-171.03043286774732,-698.4703575624811,8.48930804417337,-8.48930804417337
73,13,-161.75709626699881,-698.4703575624811,8.382279152218594,-8.382279152218594
74,13,-152.48375966625042,-698.4703575624811,8.271168330250868,-8.271168330250868
75,13,-143.21042306550203,-698.4703575624811,8.158903919366441,-8.158903919366441
76,13,-133.93708646475363,-698.4703575624811,8.046639508482013,-8.046639508482013
77,13,-124.66374986400513,-698.4703575624811,7.928640982034268,-7.928640982034268
78,13,-115.39041326325673,-698.4703575624811,7.808508831190875,-7.808508831190875
79,13,-106.11707666250834,-698.4703575624811,7.688376680347481,-7.688376680347481
80,13,-96.84374006176006,-698.4703575624811,7.560555239561592,-7.560555239561592
81,13,-87.57040346101155,-698.4703575624811,7.429081386053014,-7.429081386053014
82,13,-78.29706686026304,-698.4703575624811,7.297607532544435,-7.297607532544435
83,13,-69.02373025951476,-698.4703575624811,7.15699686185392,-7.15699686185392
84,13,-59.75039365876626,-698.4703575624811,7.010953489055221,-7.010953489055221
85,13,-50.47705705801786,-698.4703575624811,6.8649101162565245,-6.8649101162565245
86,13,-41.203720457269355,-698.4703575624811,6.710635674112135,-6.710635674112135
87,13,-31.930383856521075,-698.4703575624811,6.550308975095917,-6.550308975095917
88,13,-22.657047255772568,-698.4703575624811,6.389982276079696,-6.389982276079696
89,13,-13.383710655024288,-698.4703575624811,6.226615231797484,-6.226615231797484
90,13,-4.1103740542757805,-698.4703575624811,6.0605020692104965,-6.0605020692104965
91,13,5.162962546472613,-698.4703575624811,5.894388906623511,-5.894388906623511
92,13,14.43629914722112,-698.4703575624811,5.7342292565100506,-5.7342292565100506
93,13,23.7096357479694,-698.4703575624811,5.580660995206568,-5.580660995206568
94,13,32.98297234871791,-698.4703575624811,5.427092733903083,-5.427092733903083
95,13,42.25630894946619,-698.4703575624811,5.287803062555943,-5.287803062555943
96,13,51.529645550214696,-698.4703575624811,5.167932273549425,-5.167932273549425
97,13,60.8029821509632,-698.4703575624811,5.048061484542908,-5.048061484542908
98,13,70.0763187517116,-698.4703575624811,4.944499205845622,-4.944499205845622
99,13,79.34965535245999,-698.4703575624811,4.868364876304766,-4.868364876304766
100,13,88.62299195320838,-698.4703575624811,4.7922305467639115,-4.7922305467639115
101,13,97.89632855395689,-698.4703575624811,4.727106812467397,-4.727106812467397
102,13,107.16966515470517,-698.4703575624811,4.685163278685288,-4.685163278685288
103,13,116.44300175545368,-698.4703575624811,4.643219744903177,-4.643219744903177
104,13,125.71633835620196,-698.4703575624811,4.60478834868125,-4.60478834868125
105,13,134.98967495695047,-698.4703575624811,4.575795822152319,-4.575795822152319
106,13,144.26301155769886,-698.4703575624811,4.546803295623387,-4.546803295623387
107,13,153.53634815844737,-698.4703575624811,4.517415380830444,-4.517415380830444
108,13,162.80968475919565,-698.4703575624811,4.486628399872547,-4.486628399872547
109,13,172.08302135994415,-698.4703575624811,4.455841418914649,-4.455841418914649
110,13,181.35635796069243,-698.4703575624811,4.4250367977354,-4.4250367977354
111,13,190.62969456144106,-698.4703575624811,4.3941457394715275,-4.3941457394715275
112,13,199.90303116218956,-698.4703575624811,4.363254681207656,-4.363254681207656
113,13,209.17636776293784,-698.4703575624811,4.3335706941675,-4.3335706941675
114,13,218.44970436368635,-698.4703575624811,4.312853521932087,-4.312853521932087
115,13,227.72304096443463,-698.4703575624811,4.292136349696674,-4.292136349696674
116,13,236.99637756518314,-698.4703575624811,4.2723558776089074,-4.2723558776089074
117,13,246.26971416593142,-698.4703575624811,4.265455032551279,-4.265455032551279
118,13,255.54305076667993,-698.4703575624811,4.25855418749365,-4.25855418749365
119,13,264.8163873674282,-698.4703575624811,4.2517482496307775,-4.2517482496307775
120,13,274.0897239681767,-698.4703575624811,4.250446929063696,-4.250446929063696
121,13,283.363060568925,-698.4703575624811,4.249145608496614,-4.249145608496614
122,13,292.6363971696735,-698.4703575624811,4.247844287929532,-4.247844287929532
123,13,301.909733770422,-698.4703575624811,4.241137461326595,-4.241137461326595
124,13,311.1830703711703,-698.4703575624811,4.234240967845206,-4.234240967845206
125,13,320.4564069719188,-698.4703575624811,4.227344474363817,-4.227344474363817
126,13,329.7297435726673,-698.4703575624811,4.212109433135749,-4.212109433135749
127,13,339.0030801734156,-698.4703575624811,4.196102304153358,-4.196102304153358
128,13,348.2764167741641,-698.4703575624811,4.180095175170967,-4.180095175170967
129,13,357.5497533749126,-698.4703575624811,4.1597410155684145,-4.1597410155684145
130,13,366.8230899756609,-698.4703575624811,4.138704968809758,-4.138704968809758
131,13,376.0964265764094,-698.4703575624811,4.117668922051101,-4.117668922051101
132,13,385.36976317715767,-698.4703575624811,4.09486932145024,-4.09486932145024
133,13,394.6430997779062,-698.4703575624811,4.071665573093873,-4.071665573093873
134,13,403.91643637865445,-698.4703575624811,4.048461824737506,-4.048461824737506
135,13,413.18977297940296,-698.4703575624811,4.021057521559143,-4.021057521559143
136,13,422.46310958015124,-698.4703575624811,3.992346379102827,-3.992346379102827
137,13,431.73644618089975,-698.4703575624811,3.9636352366465095,-3.9636352366465095
138,13,441.00978278164825,-698.4703575624811,3.9282648608153297,-3.9282648608153297
139,13,450.28311938239676,-698.4703575624811,3.890199080999086,-3.890199080999086
140,13,459.55645598314504,-698.4703575624811,3.8521333011828434,-3.8521333011828434
141,13,468.82979258389355,-698.4703575624811,3.810953005378249,-3.810953005378249
142,13,478.10312918464183,-698.4703575624811,3.768175521887323,-3.768175521887323
143,13,487.37646578539034,-698.4703575624811,3.7253980383963956,-3.7253980383963956
144,13,496.6498023861386,-698.4703575624811,3.6877538739790574,-3.6877538739790574
145,13,505.9231389868871,-698.4703575624811,3.6533893300809552,-3.6533893300809552
146,13,515.1964755876356,-698.4703575624811,3.619024786182853,-3.619024786182853
147,13,524.4698121883839,-698.4703575624811,3.595405302618062,-3.595405302618062
148,13,533.7431487891324,-698.4703575624811,3.580251624164364,-3.580251624164364
149,13,543.0164853898807,-698.4703575624811,3.565097945710666,-3.565097945710666
150,13,552.2898219906292,-698.4703575624811,3.558894218427574,-3.558894218427574
151,13,561.5631585913775,-698.4703575624811,3.5613421106094023,-3.5613421106094023
152,13,570.836495192126,-698.4703575624811,3.5637900027912304,-3.5637900027912304
153,13,580.1098317928745,-698.4703575624811,3.5687230700873074,-3.5687230700873074
154,13,589.383168393623,-698.4703575624811,3.5766015301113825,-3.5766015301113825
155,13,598.6565049943713,-698.4703575624811,3.584479990135457,-3.584479990135457
156,13,607.9298415951198,-698.4703575624811,3.589843262195407,-3.589843262195407
157,13,617.2031781958681,-698.4703575624811,3.591538551807674,-3.591538551807674
158,13,626.4765147966166,-698.4703575624811,3.593233841419941,-3.593233841419941
159,13,635.7498513973649,-698.4703575624811,3.591484011879827,-3.591484011879827
160,13,645.0231879981131,-698.4703575624811,3.5835001572068323,-3.5835001572068323
161,13,654.2965245988619,-698.4703575624811,3.5755163025338375,-3.5755163025338375
162,13,663.5698611996102,-698.4703575624811,3.565035757503219,-3.565035757503219
163,13,672.8431978003584,-698.4703575624811,3.5488683066580116,-3.5488683066580116
164,13,682.1165344011072,-698.4703575624811,3.532700855812803,-3.532700855812803
165,13,691.3898710018555,-698.4703575624811,3.5142244399205613,-3.5142244399205613
166,13,700.6632076026037,-698.4703575624811,3.4889750598903526,-3.4889750598903526
167,13,709.9365442033522,-698.4703575624811,3.463725679860144,-3.463725679860144
168,13,719.2098808041007,-698.4703575624811,3.4357907976910993,-3.4357907976910993
169,13,728.4832174048493,-698.4703575624811,3.3973376988116164,-3.3973376988116164
170,13,737.7565540055975,-698.4703575624811,3.358884599932135,-3.358884599932135
171,13,747.0298906063458,-698.4703575624811,3.3183989257867577,-3.3183989257867577
172,13,756.3032272070946,-698.4703575624811,3.2666211668308485,-3.2666211668308485
173,13,765.5765638078428,-698.4703575624811,3.214843407874941,-3.214843407874941
174,13,774.8499004085911,-698.4703575624811,3.162713862277402,-3.162713862277402
175,13,784.1232370093394,-698.4703575624811,3.1074768680121134,-3.1074768680121134
176,13,793.3965736100881,-698.4703575624811,3.052239873746822,-3.052239873746822
177,13,802.6699102108364,-698.4703575624811,2.997603066838169,-2.997603066838169
178,13,811.9432468115847,-698.4703575624811,2.9541697572533856,-2.9541697572533856
179,13,821.2165834123334,-698.4703575624811,2.9107364476686,-2.9107364476686
180,13,830.4899200130817,-698.4703575624811,2.867303138083817,-2.867303138083817
0,14,-838.7106681216333,-689.9791153402574,17.778994456652974,-17.778994456652974
1,14,-829.4373315208849,-689.9791153402574,17.692315523914026,-17.692315523914026
2,14,-820.1639949201365,-689.9791153402574,17.60563659117507,-17.60563659117507
3,14,-810.890658319388,-689.9791153402574,17.51895765843612,-17.51895765843612
4,14,-801.6173217186396,-689.9791153402574,17.39452886466431,-17.39452886466431
5,14,-792.3439851178912,-689.9791153402574,17.2680777569086,-17.2680777569086
6,14,-783.0706485171428,-689.9791153402574,17.141626649152887,-17.141626649152887
7,14,-773.7973119163944,-689.9791153402574,17.00278185516975,-17.00278185516975
8,14,-764.5239753156459,-689.9791153402574,16.862534002368417,-16.862534002368417
9,14,-755.2506387148975,-689.9791153402574,16.722286149567083,-16.722286149567083
10,14,-745.9773021141491,-689.9791153402574,16.59015059997352,-16.59015059997352
11,14,-736.7039655134007,-689.9791153402574,16.459475264957348,-16.459475264957348
12,14,-727.4306289126523,-689.9791153402574,16.328799929941184,-16.328799929941184
13,14,-718.1572923119038,-689.9791153402574,16.201751634221587,-16.201751634221587
14,14,-708.8839557111554,-689.9791153402574,16.075629391088352,-16.075629391088352
15,14,-699.610619110407,-689.9791153402574,15.949507147955114,-15.949507147955114
16,14,-690.3372825096586,-689.9791153402574,15.802734073417536,-15.802734073417536
17,14,-681.0639459089102,-689.9791153402574,15.648920942719386,-15.648920942719386
18,14,-671.7906093081617,-689.9791153402574,15.495107812021233,-15.495107812021233
19,14,-662.5172727074133,-689.9791153402574,15.301428789022534,-15.301428789022534
20,14,-653.2439361066649,-689.9791153402574,15.090247666965055,-15.090247666965055
21,14,-643.9705995059165,-689.9791153402574,14.87906654490758,-14.87906654490758
22,14,-634.6972629051681,-689.9791153402574,14.632429475276771,-14.632429475276771
23,14,-625.4239263044196,-689.9791153402574,14.366198329355441,-14.366198329355441
24,14,-616.1505897036712,-689.9791153402574,14.099967183434114,-14.099967183434114
25,14,-606.8772531029229,-689.9791153402574,13.822736977487754,-13.822736977487754
26,14,-597.6039165021745,-689.9791153402574,13.537964558952797,-13.537964558952797
27,14,-588.3305799014261,-689.9791153402574,13.253192140417845,-13.253192140417845
28,14,-579.0572433006776,-689.9791153402574,12.984453036909128,-12.984453036909128
29,14,-569.7839066999292,-689.9791153402574,12.729242042953803,-12.729242042953803
30,14,-560.5105700991808,-689.9791153402574,12.47403104899848,-12.47403104899848
31,14,-551.2372334984324,-689.9791153402574,12.24987914291074,-12.24987914291074
32,14,-541.963896897684,-689.9791153402574,12.057857327720502,-12.057857327720502
33,14,-532.6905602969355,-689.9791153402574,11.86583551253026,-11.86583551253026
34,14,-523.4172236961872,-689.9791153402574,11.704284436756925,-11.704284436756925
35,14,-514.1438870954387,-689.9791153402574,11.581407761012729,-11.581407761012729
36,14,-504.8705504946903,-689.9791153402574,11.458531085268534,-11.458531085268534
37,14,-495.59721389394184,-689.9791153402574,11.355486360181446,-11.355486360181446
38,14,-486.32387729319345,-689.9791153402574,11.28348294916635,-11.28348294916635
39,14,-477.050540692445,-689.9791153402574,11.211479538151256,-11.211479538151256
40,14,-467.77720409169666,-689.9791153402574,11.147233779012627,-11.147233779012627
41,14,-458.50386749094815,-689.9791153402574,11.098115441033114,-11.098115441033114
42,14,-449.23053089019976,-689.9791153402574,11.048997103053598,-11.048997103053598
43,14,-439.9571942894513,-689.9791153402574,10.999867435387165,-10.999867435387165
44,14,-430.6838576887029,-689.9791153402574,10.950709776729521,-10.950709776729521
45,14,-421.4105210879545,-689.9791153402574,10.901552118071876,-10.901552118071876
46,14,-412.13718448720607,-689.9791153402574,10.84967537931392,-10.84967537931392
47,14,-402.8638478864577,-689.9791153402574,10.789058740233532,-10.789058740233532
48,14,-393.5905112857093,-689.9791153402574,10.728442101153139,-10.728442101153139
49,14,-384.31717468496083,-689.9791153402574,10.665320231048709,-10.665320231048709
50,14,-375.04383808421244,-689.9791153402574,10.591266443748466,-10.591266443748466
51,14,-365.77050148346405,-689.9791153402574,10.517212656448221,-10.517212656448221
52,14,-356.49716488271565,-689.9791153402574,10.441671937214602,-10.441671937214602
53,14,-347.2238282819672,-689.9791153402574,10.356652026905724,-10.356652026905724
54,14,-337.9504916812188,-689.9791153402574,10.271632116596848,-10.271632116596848
55,14,-328.6771550804704,-689.9791153402574,10.185968886220698,-10.185968886220698
56,14,-319.40381847972185,-689.9791153402574,10.093357799117992,-10.093357799117992
57,14,-310.13048187897346,-689.9791153402574,10.000746712015289,-10.000746712015289
58,14,-300.85714527822506,-689.9791153402574,9.907974671638947,-9.907974671638947
